RawName,SpeciesName,ScientificName,AphiaID,Family,Order,Class,TaxaGroup
Paguroidea (hermit),Paguridae,Paguridae,106738,Paguridae,Decapoda,Malacostraca,Crab
Unid. hermit crab,Paguridae,Paguridae,106738,Paguridae,Decapoda,Malacostraca,Crab
Paragorgiidae,Paragorgiidae,Paragorgiidae,125281,Paragorgiidae,Scleralcyonacea,Octocorallia,Coral
Muriceides nigra,Muriceides nigra,Muriceides nigra,286365,Paramuriceidae,Malacalcyonacea,Octocorallia,Coral
Muriceides sp.,Muriceides,Muriceides,125310,Paramuriceidae,Malacalcyonacea,Octocorallia,Coral
Ptilosarcus gurneyi,Ptilosarcus gurneyi,Ptilosarcus gurneyi,290947,Pennatulidae,Scleralcyonacea,Octocorallia,Pennatulacean
Ptilosarcus gurneyii,Ptilosarcus gurneyi,Ptilosarcus gurneyi,290947,Pennatulidae,Scleralcyonacea,Octocorallia,Pennatulacean
Sea Pen,Ptilosarcus gurneyi,Ptilosarcus gurneyi,290947,Pennatulidae,Scleralcyonacea,Octocorallia,Pennatulacean
sea pen,Ptilosarcus gurneyi,Ptilosarcus gurneyi,290947,Pennatulidae,Scleralcyonacea,Octocorallia,Pennatulacean
Sea pen,Ptilosarcus gurneyi,Ptilosarcus gurneyi,290947,Pennatulidae,Scleralcyonacea,Octocorallia,Pennatulacean
Sea Pens,Ptilosarcus gurneyi,Ptilosarcus gurneyi,290947,Pennatulidae,Scleralcyonacea,Octocorallia,Pennatulacean
Sagamichthys abei,Sagamichthys abei,Sagamichthys abei,234630,Platytroctidae,Alepocephaliformes,Teleostei,Fish
Arrowtooth,Atheresthes stomias,Atheresthes stomias,279792,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
arrowtooth flounder,Atheresthes stomias,Atheresthes stomias,279792,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Arrowtooth Flounder,Atheresthes stomias,Atheresthes stomias,279792,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
ATF,Atheresthes stomias,Atheresthes stomias,279792,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Atheresthes sp,Atheresthes,Atheresthes,268428,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Atheresthes sp.,Atheresthes,Atheresthes,268428,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Atheresthes stomias,Atheresthes stomias,Atheresthes stomias,279792,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Atheresthes stomias (ATF),Atheresthes stomias,Atheresthes stomias,279792,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Deep sea sole,Embassichthys bathybius,Microstomus bathybius,280641,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Dover sole,Microstomus pacificus,Microstomus pacificus,274294,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Dover Sole,Microstomus pacificus,Microstomus pacificus,274294,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Embassichthys bathybius,Embassichthys bathybius,Microstomus bathybius,280641,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Embassichthys bathybius (deep sea sole),Embassichthys bathybius,Microstomus bathybius,280641,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Embassichthys bathybius (deepsea sole),Embassichthys bathybius,Microstomus bathybius,280641,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
FHS,Hippoglossoides elassodon,Hippoglossoides elassodon,274289,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Flathead Sole,Hippoglossoides elassodon,Hippoglossoides elassodon,274289,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Flathead sole,Hippoglossoides elassodon,Hippoglossoides elassodon,274289,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Glyptocephalus zachirus,Glyptocephalus zachirus,Glyptocephalus zachirus,274287,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Glyptocephalus zachirus (rex sole),Glyptocephalus zachirus,Glyptocephalus zachirus,274287,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Greenland turbot,Reinhardtius hippoglossoides,Reinhardtius hippoglossoides,127144,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Halibut,Hippoglossus stenolepis,Hippoglossus stenolepis,274290,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
halibut,Hippoglossus stenolepis,Hippoglossus stenolepis,274290,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Hippoglossidae,Hippoglossoides elassodon,Hippoglossoides elassodon,274289,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Hippoglossoides elassodon,Hippoglossoides elassodon,Hippoglossoides elassodon,274289,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Hippoglossoides elassodon (FHS),Hippoglossoides elassodon,Hippoglossoides elassodon,274289,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Hippoglossoides elassodon (flathead sole),Hippoglossoides elassodon,Hippoglossoides elassodon,274289,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Hippoglossus stenolepis,Hippoglossus stenolepis,Hippoglossus stenolepis,274290,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Hippoglossus stenolepis (P. halibut),Hippoglossus stenolepis,Hippoglossus stenolepis,274290,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Lepidopsetta bilineata,Lepidopsetta bilineata,Lepidopsetta bilineata,281305,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Lepidopsetta sp,Lepidopsetta,Lepidopsetta,269638,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Lepidopsetta sp.,Lepidopsetta,Lepidopsetta,269638,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Lyopsetta exilis,Lyopsetta exilis,Lyopsetta exilis,281452,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Microstomus pacificus,Microstomus pacificus,Microstomus pacificus,274294,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Microstomus pacificus (Dover),Microstomus pacificus,Microstomus pacificus,274294,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
N. Rock Sole,Lepidopsetta,Lepidopsetta,269638,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
P. Halibut,Hippoglossus stenolepis,Hippoglossus stenolepis,274290,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Pacific Halibut,Hippoglossus stenolepis,Hippoglossus stenolepis,274290,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Platichthys stellatus (starry),Platichthys stellatus,Platichthys stellatus,154781,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Pleuronectidae,Pleuronectidae,Pleuronectidae,125579,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Pleuronectidae (flatfish),Pleuronectidae,Pleuronectidae,125579,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Pleuronectidae (rteye flndr),Pleuronectidae,Pleuronectidae,125579,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Reinhardtius hippoglossoides,Reinhardtius hippoglossoides,Reinhardtius hippoglossoides,127144,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Reinhardtius hippoglossoides (Greenland halibut),Reinhardtius hippoglossoides,Reinhardtius hippoglossoides,127144,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Reinhardtius hippoglossoides (greenland halibut),Reinhardtius hippoglossoides,Reinhardtius hippoglossoides,127144,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Reinhardtius hippoglossoides (GTB),Reinhardtius hippoglossoides,Reinhardtius hippoglossoides,127144,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Rex sole,Glyptocephalus zachirus,Glyptocephalus zachirus,274287,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Rex Sole,Glyptocephalus zachirus,Glyptocephalus zachirus,274287,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
rock sole,Lepidopsetta,Lepidopsetta,269638,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Rock sole,Lepidopsetta,Lepidopsetta,269638,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Rock Sole,Lepidopsetta,Lepidopsetta,269638,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Rocksole sp.,Lepidopsetta,Lepidopsetta,269638,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Starry Flounder,Platichthys stellatus,Platichthys stellatus,154781,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Unid. Rock Sole,Lepidopsetta,Lepidopsetta,269638,Pleuronectidae,Pleuronectiformes,Teleostei,Fish
Plexauridae,Plexauridae,Plexauridae,125277,Plexauridae,Malacalcyonacea,Octocorallia,Coral
Plexauridae (coral),Plexauridae,Plexauridae,125277,Plexauridae,Malacalcyonacea,Octocorallia,Coral
Plexauridae sp.,Plexauridae,Plexauridae,125277,Plexauridae,Malacalcyonacea,Octocorallia,Coral
Plexauridae/Acanthogorgiidae,Plexauridae,Plexauridae,125277,Plexauridae,Malacalcyonacea,Octocorallia,Coral
Plexauridae/Isidiidae,Plexauridae,Plexauridae,125277,Plexauridae,Malacalcyonacea,Octocorallia,Coral
Swiftia,Swiftia,Swiftia,125314,Plexauridae,Malacalcyonacea,Octocorallia,Coral
Swiftia pacifica,Swiftia,Swiftia,125314,Plexauridae,Malacalcyonacea,Octocorallia,Coral
Swiftia pacifica (coral),Swiftia pacifica,Callistephanus pacificus,1036537,Plexauridae,Malacalcyonacea,Octocorallia,Coral
Swiftia simplex,Swiftia simplex,Callistephanus simplex,1036547,Plexauridae,Malacalcyonacea,Octocorallia,Coral
Swiftia sp,Swiftia,Swiftia,125314,Plexauridae,Malacalcyonacea,Octocorallia,Coral
Swiftia sp.,Swiftia,Swiftia,125314,Plexauridae,Malacalcyonacea,Octocorallia,Coral
Amphilaphis sp.,Amphilaphis,Thouarella,267216,Primnoidae,Scleralcyonacea,Octocorallia,Coral
Arthrogorgia,Arthrogorgia,Arthrogorgia,267238,Primnoidae,Scleralcyonacea,Octocorallia,Coral
Arthrogorgia sp.,Arthrogorgia,Arthrogorgia,267238,Primnoidae,Scleralcyonacea,Octocorallia,Coral
Arthrogorgia sp. down,Arthrogorgia,Arthrogorgia,267238,Primnoidae,Scleralcyonacea,Octocorallia,Coral
Arthrogorgia/Fanellia,Arthrogorgia,Arthrogorgia,267238,Primnoidae,Scleralcyonacea,Octocorallia,Coral
Arthrogoria sp.,Arthrogorgia,Arthrogorgia,267238,Primnoidae,Scleralcyonacea,Octocorallia,Coral
Callogorgia sp,Callogorgia,Callogorgia,125317,Primnoidae,Scleralcyonacea,Octocorallia,Coral
Callogorgia sp.,Callogorgia sp.,Callogorgia,125317,Primnoidae,Scleralcyonacea,Octocorallia,Coral
Fanellia,Fanellia,Callogorgia,267434,Primnoidae,Scleralcyonacea,Octocorallia,Coral
Fanellia compressa,Fanellia compressa,Callogorgia compressa,289948,Primnoidae,Scleralcyonacea,Octocorallia,Coral
Fanellia sp.,Fanellia,Callogorgia,267434,Primnoidae,Scleralcyonacea,Octocorallia,Coral
Fanellia/Arthrogorgia,Fanellia,Callogorgia,267434,Primnoidae,Scleralcyonacea,Octocorallia,Coral
Faniella sp.,Fanellia,Callogorgia,267434,Primnoidae,Scleralcyonacea,Octocorallia,Coral
Parastenella sp,Parastenella,Parastenella,267700,Primnoidae,Scleralcyonacea,Octocorallia,Coral
Plumarella aleutiana,Plumarella aleutiana,Plumarella aleutiana,574236,Primnoidae,Scleralcyonacea,Octocorallia,Coral
Plumarella sp,Plumarella,Plumarella,177839,Primnoidae,Scleralcyonacea,Octocorallia,Coral
Plumarella sp (coral),Plumarella,Plumarella,177839,Primnoidae,Scleralcyonacea,Octocorallia,Coral
Plumarella sp.,Plumarella,Plumarella,177839,Primnoidae,Scleralcyonacea,Octocorallia,Coral
Plumarella spp (coral),Plumarella,Plumarella,177839,Primnoidae,Scleralcyonacea,Octocorallia,Coral
Plumarella superba,Plumarella superba,Plumarella superba,574237,Primnoidae,Scleralcyonacea,Octocorallia,Coral
Plumarella/Thouarella,Plumarella,Plumarella,177839,Primnoidae,Scleralcyonacea,Octocorallia,Coral
Primnoa,Primnoidae,Primnoidae,125278,Primnoidae,Scleralcyonacea,Octocorallia,Coral
primnoa,Primnoidae,Primnoidae,125278,Primnoidae,Scleralcyonacea,Octocorallia,Coral
Primnoa pacifica,Primnoa pacifica,Primnoa pacifica,286539,Primnoidae,Scleralcyonacea,Octocorallia,Coral
Primnoa sp,Primnoidae,Primnoidae,125278,Primnoidae,Scleralcyonacea,Octocorallia,Coral
Primnoa sp.,Primnoidae,Primnoidae,125278,Primnoidae,Scleralcyonacea,Octocorallia,Coral
Primnoidae dead,Primnoidae,Primnoidae,125278,Primnoidae,Scleralcyonacea,Octocorallia,Coral
Primnoa unid,Primnoidae,Primnoidae,125278,Primnoidae,Scleralcyonacea,Octocorallia,Coral
Primnoid coral unid,Primnoidae,Primnoidae,125278,Primnoidae,Scleralcyonacea,Octocorallia,Coral
Primnoidae,Primnoidae,Primnoidae,125278,Primnoidae,Scleralcyonacea,Octocorallia,Coral
Primnoidae (coral),Primnoidae,Primnoidae,125278,Primnoidae,Scleralcyonacea,Octocorallia,Coral
Thouarella sp.,Thouarella,Thouarella,125323,Primnoidae,Scleralcyonacea,Octocorallia,Coral
Thourella sp,Thouarella,Thouarella,125323,Primnoidae,Scleralcyonacea,Octocorallia,Coral
Thourella sp.,Thouarella,Thouarella,125323,Primnoidae,Scleralcyonacea,Octocorallia,Coral
Protoptilum sp.,Protoptilum,Protoptilum,128498,Protoptilidae,Scleralcyonacea,Octocorallia,Pennatulacean
Cottidae/Psychrolutae (sculpin unid),Psychrolutidae,Psychrolutidae,125594,Psychrolutidae,Perciformes,Teleostei,Fish
Cottidae/Psychrolutidae,Psychrolutidae,Psychrolutidae,125594,Psychrolutidae,Perciformes,Teleostei,Fish
Cottidae/Psychrolutidae (sculpin unid),Psychrolutidae,Psychrolutidae,125594,Psychrolutidae,Perciformes,Teleostei,Fish
Cottidae/Psychrolutidae (sculpin),Psychrolutidae,Psychrolutidae,125594,Psychrolutidae,Perciformes,Teleostei,Fish
Cottidae/Psychrolutidae (sculpins),Psychrolutidae,Psychrolutidae,125594,Psychrolutidae,Perciformes,Teleostei,Fish
Cottidae/Psychrolutidae (scuplin),Psychrolutidae,Psychrolutidae,125594,Psychrolutidae,Perciformes,Teleostei,Fish
Cottidae/Pyschrolutidae (sculpin),Psychrolutidae,Psychrolutidae,125594,Psychrolutidae,Perciformes,Teleostei,Fish
Darkfin Sculpin,Malacocottus zonurus,Malacocottus zonurus,254406,Psychrolutidae,Perciformes,Teleostei,Fish
Dasycottus setiger,Dasycottus setiger,Dasycottus setiger,280488,Psychrolutidae,Perciformes,Teleostei,Fish
Malacocottus sp.,Malacocottus zonurus,Malacocottus zonurus,254406,Psychrolutidae,Perciformes,Teleostei,Fish
Malacocottus zonerus,Malacocottus zonurus,Malacocottus zonurus,254406,Psychrolutidae,Perciformes,Teleostei,Fish
Malacocottus zonurus,Malacocottus zonurus,Malacocottus zonurus,254406,Psychrolutidae,Perciformes,Teleostei,Fish
Malacocottus zonurus (darkfin sculpin),Malacocottus zonurus,Malacocottus zonurus,254406,Psychrolutidae,Perciformes,Teleostei,Fish
Malococottus zonerus,Malacocottus zonurus,Malacocottus zonurus,254406,Psychrolutidae,Perciformes,Teleostei,Fish
Psychrolutidae (fathead sculpins),Psychrolutidae,Psychrolutidae,125594,Psychrolutidae,Perciformes,Teleostei,Fish
Beringraja binoculata,Beringraja binoculata,Beringraja binoculata,1021330,Rajidae,Rajiformes,Elasmobranchii,Fish
Longnose Skate,Raja rhina,Beringraja rhina,271581,Rajidae,Rajiformes,Elasmobranchii,Fish
Raja binoculata,Raja binoculata,Beringraja binoculata,271572,Rajidae,Rajiformes,Elasmobranchii,Fish
Raja rhina,Raja rhina,Beringraja rhina,271581,Rajidae,Rajiformes,Elasmobranchii,Fish
Raja sp,Raja,Raja,105766,Rajidae,Rajiformes,Elasmobranchii,Fish
Raja sp.,Raja,Raja,105766,Rajidae,Rajiformes,Elasmobranchii,Fish
Rajidae,Rajidae,Rajidae,105711,Rajidae,Rajiformes,Elasmobranchii,Fish
Acanthascus sp.,Acanthascus,Acanthascus,171966,Rossellidae,Lyssacinosida,Hexactinellida,Sponge
Salp,Salpidae,Salpidae,137217,Salpidae,Salpida,Thaliacea,Other
Bathypathes patula,Bathypathes patula,Bathypathes patula,103323,Schizopathidae,Antipatharia,Hexacorallia,Coral
Bathypathes sp,Bathypathes sp,Bathypathes sp,103304,Schizopathidae,Antipatharia,Hexacorallia,Coral
Parantipathes sp,Parantipathes,Parantipathes,103306,Schizopathidae,Antipatharia,Hexacorallia,Coral
Schizopathidae,Schizopathidae,Schizopathidae,266964,Schizopathidae,Antipatharia,Hexacorallia,Coral
Scorpaenidae,Scorpaenidae,Scorpaenidae,125595,Scorpaenidae,Perciformes,Teleostei,Fish
Black R.,Sebastes melanops,Sebastes melanops,274817,Sebastidae,Perciformes,Teleostei,Fish
Black rockfish,Sebastes melanops,Sebastes melanops,274817,Sebastidae,Perciformes,Teleostei,Fish
Black Rockfish,Sebastes melanops,Sebastes melanops,274817,Sebastidae,Perciformes,Teleostei,Fish
Blackspotted rockfish,Sebastes melanostictus,Sebastes melanostictus,1015496,Sebastidae,Perciformes,Teleostei,Fish
Blackspotted Rockfish,Sebastes melanostictus,Sebastes melanostictus,1015496,Sebastidae,Perciformes,Teleostei,Fish
Dark RF,Sebastes ciliatus,Sebastes ciliatus,274782,Sebastidae,Perciformes,Teleostei,Fish
Dark RF Unident,Sebastes,Sebastes,126175,Sebastidae,Perciformes,Teleostei,Fish
Dark Rockfish,Sebastes ciliatus,Sebastes ciliatus,274782,Sebastidae,Perciformes,Teleostei,Fish
Dark rockfish,Sebastes ciliatus,Sebastes ciliatus,274782,Sebastidae,Perciformes,Teleostei,Fish
Darkblotched rockfish,Sebastes crameri,Sebastes crameri,274785,Sebastidae,Perciformes,Teleostei,Fish
Dusky R.,Sebastes variabilis,Sebastes variabilis,398442,Sebastidae,Perciformes,Teleostei,Fish
Dusky RF,Sebastes variabilis,Sebastes variabilis,398442,Sebastidae,Perciformes,Teleostei,Fish
Dusky rockfish,Sebastes variabilis,Sebastes variabilis,398442,Sebastidae,Perciformes,Teleostei,Fish
Dusky Rockfish,Sebastes variabilis,Sebastes variabilis,398442,Sebastidae,Perciformes,Teleostei,Fish
Harlequin R.,Sebastes variegatus,Sebastes variegatus,274863,Sebastidae,Perciformes,Teleostei,Fish
Harlequin Rockfish,Sebastes variegatus,Sebastes variegatus,274863,Sebastidae,Perciformes,Teleostei,Fish
Harlequin rockfish,Sebastes variegatus,Sebastes variegatus,274863,Sebastidae,Perciformes,Teleostei,Fish
Northern R.,Sebastes polyspinis,Sebastes polyspinis,274837,Sebastidae,Perciformes,Teleostei,Fish
Northern RF,Sebastes polyspinis,Sebastes polyspinis,274837,Sebastidae,Perciformes,Teleostei,Fish
Northern rockfish,Sebastes polyspinis,Sebastes polyspinis,274837,Sebastidae,Perciformes,Teleostei,Fish
northern rockfish,Sebastes polyspinis,Sebastes polyspinis,274837,Sebastidae,Perciformes,Teleostei,Fish
Northern Rockfish,Sebastes polyspinis,Sebastes polyspinis,274837,Sebastidae,Perciformes,Teleostei,Fish
POP,Sebastes alutus,Sebastes alutus,254573,Sebastidae,Perciformes,Teleostei,Fish
pop,Sebastes alutus,Sebastes alutus,254573,Sebastidae,Perciformes,Teleostei,Fish
Quillback R.,Sebastes maliger,Sebastes maliger,274815,Sebastidae,Perciformes,Teleostei,Fish
Quillback rockfish,Sebastes maliger,Sebastes maliger,274815,Sebastidae,Perciformes,Teleostei,Fish
Quillback Rockfish,Sebastes maliger,Sebastes maliger,274815,Sebastidae,Perciformes,Teleostei,Fish
REBS,Sebastes melanostictus,Sebastes melanostictus,1015496,Sebastidae,Perciformes,Teleostei,Fish
Red RF Unident,Sebastes,Sebastes,126175,Sebastidae,Perciformes,Teleostei,Fish
Redstripe rockfish,Sebastes proriger,Sebastes proriger,274838,Sebastidae,Perciformes,Teleostei,Fish
Redstripe Rockfish,Sebastes proriger,Sebastes proriger,274838,Sebastidae,Perciformes,Teleostei,Fish
Rockfish,Sebastes,Sebastes,126175,Sebastidae,Perciformes,Teleostei,Fish
rockfish sp.,Sebastes,Sebastes,126175,Sebastidae,Perciformes,Teleostei,Fish
Rockfish sp.,Sebastes,Sebastes,126175,Sebastidae,Perciformes,Teleostei,Fish
rockfish unid,Sebastes,Sebastes,126175,Sebastidae,Perciformes,Teleostei,Fish
Rockfish unid,Sebastes,Sebastes,126175,Sebastidae,Perciformes,Teleostei,Fish
Rockfish Unid,Sebastes,Sebastes,126175,Sebastidae,Perciformes,Teleostei,Fish
Rockfish unid.,Sebastes,Sebastes,126175,Sebastidae,Perciformes,Teleostei,Fish
Rockfish Unid.,Sebastes,Sebastes,126175,Sebastidae,Perciformes,Teleostei,Fish
Rosethorn R.,Sebastes helvomaculatus,Sebastes helvomaculatus,274799,Sebastidae,Perciformes,Teleostei,Fish
Rosy Rockfish,Sebastes rosaceus,Sebastes rosaceus,274841,Sebastidae,Perciformes,Teleostei,Fish
rougheye rockfish,Sebastes aleutianus,Sebastes aleutianus,274771,Sebastidae,Perciformes,Teleostei,Fish
Scorpaenidae (rockfish/scorpionfish),Sebastes,Sebastes,126175,Sebastidae,Perciformes,Teleostei,Fish
Sebasets borealis (shortraker),Sebastes borealis,Sebastes borealis,274777,Sebastidae,Perciformes,Teleostei,Fish
Sebastes aleutianus,Sebastes aleutianus,Sebastes aleutianus,274771,Sebastidae,Perciformes,Teleostei,Fish
Sebastes aleutianus (rougheye),Sebastes aleutianus,Sebastes aleutianus,274771,Sebastidae,Perciformes,Teleostei,Fish
Sebastes alutus,Sebastes alutus,Sebastes alutus,254573,Sebastidae,Perciformes,Teleostei,Fish
Sebastes alutus (POP),Sebastes alutus,Sebastes alutus,254573,Sebastidae,Perciformes,Teleostei,Fish
Sebastes babcocki,Sebastes babcocki,Sebastes babcocki,274775,Sebastidae,Perciformes,Teleostei,Fish
Sebastes borealis,Sebastes borealis,Sebastes borealis,274777,Sebastidae,Perciformes,Teleostei,Fish
Sebastes borealis (shortraker),Sebastes borealis,Sebastes borealis,274777,Sebastidae,Perciformes,Teleostei,Fish
Sebastes brevispinis,Sebastes brevispinis,Sebastes brevispinis,274778,Sebastidae,Perciformes,Teleostei,Fish
Sebastes ciliatus,Sebastes ciliatus,Sebastes ciliatus,274782,Sebastidae,Perciformes,Teleostei,Fish
Sebastes elongatus,Sebastes elongatus,Sebastes elongatus,274788,Sebastidae,Perciformes,Teleostei,Fish
Sebastes helvomaculatus,Sebastes helvomaculatus,Sebastes helvomaculatus,274799,Sebastidae,Perciformes,Teleostei,Fish
Sebastes maliger,Sebastes maliger,Sebastes maliger,274815,Sebastidae,Perciformes,Teleostei,Fish
Sebastes melanostictus,Sebastes melanostictus,Sebastes melanostictus,1015496,Sebastidae,Perciformes,Teleostei,Fish
Sebastes melanostictus (blackspotted),Sebastes melanostictus,Sebastes melanostictus,1015496,Sebastidae,Perciformes,Teleostei,Fish
Sebastes nigrocinctus,Sebastes nigrocinctus,Sebastes nigrocinctus,274825,Sebastidae,Perciformes,Teleostei,Fish
Sebastes paucispinis,Sebastes paucispinis,Sebastes paucispinis,274833,Sebastidae,Perciformes,Teleostei,Fish
Sebastes polyspinis,Sebastes polyspinis,Sebastes polyspinis,274837,Sebastidae,Perciformes,Teleostei,Fish
Sebastes polyspinis (northern),Sebastes polyspinis,Sebastes polyspinis,274837,Sebastidae,Perciformes,Teleostei,Fish
Sebastes proriger,Sebastes proriger,Sebastes proriger,274838,Sebastidae,Perciformes,Teleostei,Fish
Sebastes proriger (redstripe),Sebastes proriger,Sebastes proriger,274838,Sebastidae,Perciformes,Teleostei,Fish
Sebastes ruberrimus,Sebastes ruberrimus,Sebastes ruberrimus,274844,Sebastidae,Perciformes,Teleostei,Fish
Sebastes sp,Sebastes,Sebastes,126175,Sebastidae,Perciformes,Teleostei,Fish
Sebastes sp (rockfish unid),Sebastes,Sebastes,126175,Sebastidae,Perciformes,Teleostei,Fish
Sebastes sp.,Sebastes,Sebastes,126175,Sebastidae,Perciformes,Teleostei,Fish
Sebastes variabilis,Sebastes variabilis,Sebastes variabilis,398442,Sebastidae,Perciformes,Teleostei,Fish
Sebastes variabilis (dusky),Sebastes variabilis,Sebastes variabilis,398442,Sebastidae,Perciformes,Teleostei,Fish
Sebastes variegatus,Sebastes variegatus,Sebastes variegatus,274863,Sebastidae,Perciformes,Teleostei,Fish
Sebastes variegatus (harlequin),Sebastes variegatus,Sebastes variegatus,274863,Sebastidae,Perciformes,Teleostei,Fish
Sebastes wilsoni,Sebastes wilsoni,Sebastes wilsoni,274868,Sebastidae,Perciformes,Teleostei,Fish
Sebastes zacentrus,Sebastes zacentrus,Sebastes zacentrus,274869,Sebastidae,Perciformes,Teleostei,Fish
Sebastolobus alascanus,Sebastolobus alascanus,Sebastolobus alascanus,282740,Sebastidae,Perciformes,Teleostei,Fish
Sebastolobus alascanus (SST),Sebastolobus alascanus,Sebastolobus alascanus,282740,Sebastidae,Perciformes,Teleostei,Fish
Sebastolobus altivelis,Sebastolobus altivelis,Sebastolobus altivelis,282741,Sebastidae,Perciformes,Teleostei,Fish
Sebastolobus sp,Sebastolobus,Sebastolobus,270859,Sebastidae,Perciformes,Teleostei,Fish
Sebastolobus sp.,Sebastolobus,Sebastolobus,270859,Sebastidae,Perciformes,Teleostei,Fish
Sebastolobus sp. (Thornyhead),Sebastolobus,Sebastolobus,270859,Sebastidae,Perciformes,Teleostei,Fish
Sebastolobus Spp.,Sebastolobus,Sebastolobus,270859,Sebastidae,Perciformes,Teleostei,Fish
Sharpchin R.,Sebastes zacentrus,Sebastes zacentrus,274869,Sebastidae,Perciformes,Teleostei,Fish
Sharpchin Rockfish,Sebastes zacentrus,Sebastes zacentrus,274869,Sebastidae,Perciformes,Teleostei,Fish
Sharpchin rockfish,Sebastes zacentrus,Sebastes zacentrus,274869,Sebastidae,Perciformes,Teleostei,Fish
Shortraker rockfish,Sebastes borealis,Sebastes borealis,274777,Sebastidae,Perciformes,Teleostei,Fish
Shortraker Rockfish,Sebastes borealis,Sebastes borealis,274777,Sebastidae,Perciformes,Teleostei,Fish
Shortspine Thornyhead,Sebastolobus alascanus,Sebastolobus alascanus,282740,Sebastidae,Perciformes,Teleostei,Fish
Silvergray R.,Sebastes brevispinis,Sebastes brevispinis,274778,Sebastidae,Perciformes,Teleostei,Fish
Silvergray rockfish,Sebastes brevispinis,Sebastes brevispinis,274778,Sebastidae,Perciformes,Teleostei,Fish
Thornyhead,Sebastolobus,Sebastolobus,270859,Sebastidae,Perciformes,Teleostei,Fish
Thornyhead Unid.,Sebastolobus,Sebastolobus,270859,Sebastidae,Perciformes,Teleostei,Fish
Tiger rockfish,Sebastes nigrocinctus,Sebastes nigrocinctus,274825,Sebastidae,Perciformes,Teleostei,Fish
Tiger Rockfish,Sebastes nigrocinctus,Sebastes nigrocinctus,274825,Sebastidae,Perciformes,Teleostei,Fish
Unid Rockfish,Sebastes,Sebastes,126175,Sebastidae,Perciformes,Teleostei,Fish
Unid. Rockfish,Sebastes,Sebastes,126175,Sebastidae,Perciformes,Teleostei,Fish
Unid. Thornyhead,Sebastolobus,Sebastolobus,270859,Sebastidae,Perciformes,Teleostei,Fish
Unidentified rockfish,Sebastes,Sebastes,126175,Sebastidae,Perciformes,Teleostei,Fish
Widow rockfish,Sebastes entomelas,Sebastes entomelas,274791,Sebastidae,Perciformes,Teleostei,Fish
Yelloweye R.,Sebastes ruberrimus,Sebastes ruberrimus,274844,Sebastidae,Perciformes,Teleostei,Fish
