species_code,ssid,raw_species,raw_common,aphiaID,TSN
O1T,bc,PSEUDHARPINIA,,101724,94678
O1U,bc,PSEUDHARPINIA EXCAVATA,,102993,657227
O1V,bc,RHEPOXYNIUS,,158145,94727
O1W,bc,RHEPOXYNIUS BICUSPIDATUS,,549004,94731
O1X,bc,RHEPOXYNIUS DABOIUS,,549006,94733
O1Y,bc,RHEPOXYNIUS EPISTOMUS,,158146,94728
O1Z,bc,RHEPOXYNIUS FATIGANS,,549007,94740
O2A,bc,PHREATOGAMMARIDAE,,549249,621417
O2B,bc,THORLAKSONIUS,,549689,656570
O2C,bc,THORLAKSONIUS BREVIROSTRIS,,549701,657278
O2D,bc,PLATYISCHNOPIDAE,,236742,95068
O2E,bc,EUDEVENOPUS,,236916,94763
O2F,bc,EUDEVENOPUS METAGRACILIS,,549269,657236
O2G,bc,TIBURONELLA,,549265,656567
O2H,bc,TIBURONELLA VISCANA,,549282,657237
O2I,bc,PLEUSTIDAE,,101404,94768
O2J,bc,CHROMOPLEUSTES,,549331,656572
O2K,bc,CHROMOPLEUSTES OCULATUS,,549336,657241
O2L,bc,DACTYLOPLEUSTES,,549310,94818
O2M,bc,DACTYLOPLEUSTES ECHINOIDES,,549313,NA
O2N,bc,NEOPLEUSTES,,101727,94771
O2O,bc,PARAPLEUSTES,,101729,94775
O2P,bc,PARAPLEUSTES NAUTILUS,,549668,94776
O2Q,bc,PARAPLEUSTES OCULATUS,,549336,657241
O2R,bc,PARAPLEUSTES PUGETTENSIS,,549343,657247
O2S,bc,PLEUSIRUS,,549685,94816
O2T,bc,PLEUSIRUS SECORRUS,,549686,94817
O2U,bc,PLEUSTES,,101730,94785
O2V,bc,PLEUSTES DEPRESSA,,1381445,NA
O2W,bc,PLEUSYMTES,,101732,94794
O2X,bc,PLEUSYMTES COQUILLUS,,549726,NA
O2Y,bc,PLEUSYMTES SUBGLABER,,549744,94795
O3A,bc,PODOCERIDAE,,101405,94820
O3B,bc,DULICHIA,,101734,94821
O3C,bc,DULICHIA RHABDOPLASTIS,,489641,94840
O3D,bc,DULICHIA TUBERCULATA,,103035,94839
O3E,bc,DULICHIOPSIS,,101735,94856
O3F,bc,DULICHIOPSIS REMIS,,489645,94862
O3G,bc,DYOPEDOS,,101736,656582
O3H,bc,DYOPEDOS ARCTICUS,,254734,94823
O3I,bc,DYOPEDOS BISPINIS,,156071,94825
O3J,bc,PODOCERUS,,101740,94851
O3K,bc,PODOCERUS BRASILIENSIS,,214744,94853
O3L,bc,PODOCERUS CRISTATUS,,103053,94852
O3M,bc,PODOCERUS SPONGICOLUS,,550187,657293
O3N,bc,PONTOGAMMARIDAE,,234075,621420
O3Q,bc,PONTOPOREIIDAE,,101406,621421
O3R,bc,DIPOREIA,,422831,656583
O3S,bc,DIPOREIA ERYTHROPHTHALMA,,550531,657298
O3T,bc,PONTOPOREIA,,101744,199933
O3U,bc,PONTOPOREIA FEMORATA,,103079,93967
O3V,bc,PSEUDAMPHILOCHIDAE,,1055686,NA
O4A,bc,SCOPELOCHEIRIDAE,,176791,621425
O4B,bc,PARACALLISOMA,,101636,94385
O4C,bc,PARACALLISOMA COECUM,,554753,657302
O4D,bc,SEBIDAE,,101407,94864
O4E,bc,SEBA,,101746,94865
O4F,bc,SEBA PROFUNDA,,554814,657305
O4G,bc,STEGOCEPHALIDAE,,101408,94874
O4J,bc,STENOTHOIDAE,,101409,94903
O4K,bc,MESOMETOPA,,101763,94904
O4L,bc,MESOMETOPA ESMARKI,,555067,657323
O4M,bc,MESOMETOPA SINUATA,,555072,657326
O4N,bc,METOPA,,101764,94958
O4O,bc,METOPA CISTELLA,,555083,657330
O4P,bc,METOPELLA,,101765,94906
O4Q,bc,METOPELLA APORPIS,,555249,657337
O4R,bc,PROBOLOIDES,,101769,94930
O4S,bc,PROBOLOIDES PACIFICA,,555278,657342
O4T,bc,PROBOLOIDES HOLMESI,,158134,94931
O4U,bc,PROTHAUMATELSON,,176926,95063
O4V,bc,PROTHAUMATELSON CARINATUM,,555378,95064
O4W,bc,STENOTHOE,,101770,94934
O4X,bc,STENOTHOE FRECANDA,,555299,94940
O4Y,bc,STENOTHOE VALIDA,,103175,206574
O5A,bc,STENOTHOIDES,,101771,94942
O5B,bc,STENOTHOIDES BURBANCKI,,555328,NA
O5C,bc,STENULA,,101772,94951
O5D,bc,STENULA INCOLA,,555336,657351
O5E,bc,ZAIKOMETOPA,,555061,656595
O5F,bc,ZAIKOMETOPA ERYTHROPHTHALMUS,,555362,657354
O5G,bc,STILIPEDIDAE,,176940,94984
O5H,bc,STILIPES,,180644,94987
O5I,bc,STILIPES DISTINCTUS,,555430,657355
O5J,bc,SYNOPIIDAE,,101410,94989
O5K,bc,BRUZELIA,,101774,94991
O5L,bc,BRUZELIA TUBERCULATA,,103181,94994
O5M,bc,SYRRHOE,,101778,95005
O5N,bc,SYRRHOE CRENULATA,,103188,95006
O5O,bc,SYRRHOE LONGIFRONS,,555565,95007
O5P,bc,SYRRHOE OLUTA,,555566,657367
O5Q,bc,SYRRHOITES,,101779,95008
O5R,bc,SYRRHOITES COLUMBIAE,,555574,657369
O5S,bc,TIRON,,101780,95018
O5T,bc,TIRON BIOCELLATA,,555603,95021
O6A,bc,TALITRIDAE,"BEACH FLEAS, SAND HOPPERS, LAND HOPPERS",101411,95032
O6B,bc,MEGALORCHESTIA,,555636,656602
O6C,bc,MEGALORCHESTIA BENEDICTI,,556790,657382
O6D,bc,MEGALORCHESTIA CALIFORNIANA,,556789,657383
O6E,bc,MEGALORCHESTIA COLUMBIANA,,556793,657384
O6F,bc,MEGALORCHESTIA CORNICULATA,,556795,657385
O6G,bc,MEGALORCHESTIA MINOR,,556798,657387
O6H,bc,MEGALORCHESTIA PUGETTENSIS,,556800,657388
O6I,bc,PACIFORCHESTIA,,555642,656603
O6J,bc,PACIFORCHESTIA KLAWEI,,556890,657389
O6K,bc,PLATORCHESTIA,,101785,185824
O6L,bc,PLATORCHESTIA CHATHAMENSIS,,557034,657390
O6M,bc,TALITROIDES,,555649,185830
O6N,bc,TALITROIDES ALLUAUDI,,557098,185831
O6O,bc,TRANSORCHESTIA,,236845,656604
O6P,bc,TRANSORCHESTIA ENIGMATICA,,557364,657392
O6Q,bc,TRASKORCHESTIA,,555652,656605
O6R,bc,TRASKORCHESTIA GEORGIANA,,557374,657393
O6S,bc,TRASKORCHESTIA OCHOTENSIS,,557375,657394
O6T,bc,TRASKORCHESTIA TRASKIANA,,557376,657395
O6U,bc,TEMNOPHLIANTIDAE,,196124,621428
O7A,bc,TULEARIDAE,,557406,621430
O7D,bc,TYPHLOGAMMARIDAE,,557409,621431
O7G,bc,URISTIDAE,,176808,621432
O7H,bc,ANONYX,,101592,94230
O7I,bc,ANONYX ADOXUS,,557482,657398
O7J,bc,ANONYX COMECRUDUS,,557486,657403
O7K,bc,ANONYX LILLJEBORGI,,102513,NA
O7L,bc,ANONYX NUGAX,,102514,94232
O7M,bc,CENTROMEDON,,101599,94447
O7N,bc,CENTROMEDON PAVOR,,708685,657411
O7O,bc,URISTES,,101663,94429
O7P,bc,URISTES PERSPINIS,,557700,94439
O7Q,bc,UROTHOIDAE,,101412,203120
O7R,bc,UROTHOE,,101789,93972
O7S,bc,UROTHOE ROTUNDIFRONS,,557795,657427
O7T,bc,UROTHOE VARVARINI,,557801,93979
O7U,bc,VITJAZIANIDAE,,557834,95065
OAA,bc,AMPHIPODA,AMPHIPODS,1135,93294
OAB,bc,GAMMARIDEA,,1207,93295
OAC,bc,ACANTHOGAMMARIDAE,,244471,621380
OAD,bc,AMATHILLOPSIDAE,,101363,621381
OAE,bc,AMATHILLOPSIS,,101444,94586
OAF,bc,AMATHILLOPSIS SPINIGERA,,101881,94587
OB1,bc,AMPELISCA UNSOCALAE,,423041,93354
OB2,bc,AMPELISCA VENETIENSIS,,423042,93344
OBA,bc,AMPELISCIDAE,,101364,93320
OBB,bc,AMPELISCA,,101445,93321
OBC,bc,AMPELISCA AGASSIZI,,158021,93332
OBD,bc,AMPELISCA BREVISIMULATA,,421434,93347
OBE,bc,AMPELISCA CAREYI,,422976,93357
OBF,bc,AMPELISCA COECA,,422978,202631
OBG,bc,AMPELISCA CRISTATA,,421436,93333
OBH,bc,AMPELISCA CRISTATA CRISTATA,,421436,93333
OBI,bc,AMPELISCA CRISTATA MICRODENTATA,,1378201,NA
OBJ,bc,AMPELISCA EOA,,422984,93325
OBK,bc,AMPELISCA ESCHRICHTI,,101897,93326
OBL,bc,AMPELISCA FAGERI,,422987,202646
OBM,bc,AMPELISCA FURCIGERA,,422988,93327
OBN,bc,AMPELISCA HANCOCKI,,422990,93335
OBO,bc,AMPELISCA HESSLERI,,422993,202653
OBP,bc,AMPELISCA INDENTATA,,422997,93348
OBQ,bc,AMPELISCA LOBATA,,421438,93356
OBR,bc,AMPELISCA MILLERI,,423010,93349
OBS,bc,AMPELISCA PACIFICA,,423020,93350
OBT,bc,AMPELISCA PLUMOSA,,423025,202692
OBU,bc,AMPELISCA PUGETICA,,423026,93336
OBV,bc,AMPELISCA PUGETICA MICRODONTA,,819835,202589
OBW,bc,AMPELISCA PUGETICA PUGETICA,,423026,93336
OBX,bc,AMPELISCA ROMIGI,,423028,93352
OBY,bc,AMPELISCA SCHELLENBERGI,,421440,93346
OBZ,bc,AMPELISCA TYPICA,,101933,93342
OC,bc,CERAMIALES,,860,12882
OCA,bc,BYBLIS,,101446,93361
OCB,bc,BYBLIS BARBARENSIS,,423203,93369
OCC,bc,BYBLIS BATHYALIS,,423204,656617
OCD,bc,BYBLIS BREVIRAMA,,423208,656618
OCE,bc,BYBLIS CRASSICORNIS,,101940,93362
OCF,bc,BYBLIS GAIMARDI,,101942,93363
OCG,bc,BYBLIS LONGISPINA,,423225,656619
OCH,bc,BYBLIS MILLSI,,423228,93370
OCI,bc,BYBLIS MULLENI,,423230,656620
OCJ,bc,BYBLIS THYABILIS,,423241,656625
OCK,bc,BYBLIS VELERONIS,,423243,93367
OCL,bc,HAPLOOPS,,101447,93375
OCM,bc,HAPLOOPS LODO,,423427,656626
OCN,bc,HAPLOOPS TUBICOLA,,101958,93376
OCO,bc,AMPHILOCHIDAE,,101365,93382
OCP,bc,AMPHILOCHUS,,101450,93385
OCQ,bc,AMPHILOCHUS LITORALIS,,423055,93387
OCR,bc,AMPHILOCHUS NEAPOLITANUS,,101968,93386
OCS,bc,AMPHILOCHUS PICADURUS,,101969,93391
OCT,bc,GITANOPSIS,,101453,93397
OCU,bc,GITANOPSIS VILORDES,,423406,93398
OD,bc,ODONTHALIA,SEA BRUSH,143918,13583
ODA,bc,AMPITHOIDAE,,101366,93408
ODB,bc,AMPITHOE,,101459,93409
ODC,bc,AMPITHOE DALLI,,423092,93412
ODD,bc,AMPITHOE KUSSAKINI,,423105,202798
ODE,bc,AMPITHOE LACERTOSA,,423106,93426
ODF,bc,AMPITHOE LONGIMANA,,158026,93423
ODG,bc,AMPITHOE PLUMULOSA,,423115,93427
ODH,bc,AMPITHOE PLUMULOSA PLUMULOSA,,488494,202770
ODI,bc,AMPITHOE PLUMULOSA TEPAHUE,,488495,202771
ODJ,bc,AMPITHOE POLLEX,,423117,202806
ODK,bc,AMPITHOE SECTIMANUS,,423121,202820
ODL,bc,AMPITHOE SIMULANS,,488513,93413
ODM,bc,AMPITHOE VALIDA,,102005,93424
ODN,bc,CYMADUSA,,101460,93429
ODO,bc,CYMADUSA UNCINATA,,488548,93431
ODP,bc,PERAMPHITHOE,,236497,202760
ODQ,bc,PERAMPHITHOE EOA,,488568,656650
ODR,bc,PERAMPHITHOE HUMERALIS,,488574,656651
ODS,bc,PERAMPHITHOE LINDBERGI,,488576,656652
ODT,bc,PERAMPHITHOE PLEA,,488581,656655
ODU,bc,PERAMPHITHOE TEA,,488583,656657
ODV,bc,PLEONEXES,,101461,656470
ODW,bc,PLEONEXES APTOS,,1382300,NA
OEA,bc,ANAMIXIDAE,,872821,NA
OEB,bc,ANISOGAMMARIDAE,,101367,203113
OEC,bc,ANISOGAMMARUS,,248332,93747
OED,bc,ANISOGAMMARUS PUGETTENSIS,,423136,93753
OEE,bc,CARINEOGAMMARUS,,488604,656473
OEF,bc,CARINEOGAMMARUS MAKAROVI,,488605,656665
OEG,bc,EOGAMMARUS,,422834,93843
OEH,bc,EOGAMMARUS CONFERVICOLUS,,488606,656666
OEI,bc,EOGAMMARUS OCLAIRI,,488609,93844
OEJ,bc,LOCUSTOGAMMARUS,,488644,656474
OEK,bc,LOCUSTOGAMMARUS LEVINGSI,,488648,656668
OEL,bc,LOCUSTOGAMMARUS LOCUSTOIDES,,488649,656669
OEM,bc,RAMELLOGAMMARUS,,488650,93953
OEN,bc,RAMELLOGAMMARUS OREGONENSIS,,488655,93956
OEO,bc,RAMELLOGAMMARUS RAMELLUS,,488656,93954
OEP,bc,RAMELLOGAMMARUS VANCOUVERENSIS,,488659,656676
OEQ,bc,SPINULOGAMMARUS,,488663,93845
OER,bc,SPINULOGAMMARUS SUBCARINATUS,,488666,93846
OFA,bc,AORIDAE,,101368,93440
OFB,bc,AOROIDES,,488679,206418
OFC,bc,AOROIDES COLUMBIAE,,488680,93444
OFD,bc,AOROIDES EXILIS,,488684,93452
OFE,bc,AOROIDES INERMIS,,488685,93448
OFF,bc,AOROIDES INTERMEDIUS,,488686,93454
OFG,bc,AOROIDES SPINOSUS,,488696,93450
OFH,bc,BEMLOS,,101467,202863
OFI,bc,BEMLOS CONCAVUS,,488729,202869
OFJ,bc,BEMLOS MACROMANUS,,488743,202881
OFK,bc,COLUMBAORA,,488778,93504
OFL,bc,COLUMBAORA CYCLOCOXA,,488779,93505
OFM,bc,GRANDIDIERELLA,,205825,93641
OFN,bc,GRANDIDIERELLA JAPONICA,,238740,93643
OFO,bc,MICRODEUTOPUS,,101471,93476
OFP,bc,MICRODEUTOPUS SCHMITTI,,493805,93482
OFQ,bc,NEOHELA,,101492,93623
OFR,bc,NEOHELA INTERMEDIA,,557445,656691
OGA,bc,ARISTIIDAE,,236740,621382
OGB,bc,ARISTIAS,,101593,94249
OGC,bc,ARISTIAS PACIFICUS,,488872,206525
OGD,bc,ARISTIAS TUMIDUS,,102524,94250
OGE,bc,ARISTIAS VELERONIS,,488879,206531
OGF,bc,BATEIDAE,,158030,93526
OGG,bc,BATEA,,158031,93527
OGH,bc,BATEA LOBATA,,410433,656706
OGI,bc,BATEA TRANSVERSA,,410437,93529
OGJ,bc,BIANCOLINIDAE,,101371,203115
OGK,bc,BIANCOLINA,,101478,93678
OGL,bc,BOGIDIELLIDAE,,101372,621384
OHA,bc,CALLIOPIIDAE,,146744,656464
OHB,bc,APHERUSA,,101509,93534
OHC,bc,APHERUSA GLACIALIS,,102166,93538
OHD,bc,APHERUSA MEGALOPS,,102170,93536
OHE,bc,CALLIOPIUS,,101511,93541
OHF,bc,CALLIOPIUS LAEVIUSCULUS,,102178,93542
OHG,bc,LEPTAMPHOPUS,,101524,93559
OHH,bc,OLIGOCHINUS,,430740,93563
OHI,bc,OLIGOCHINUS LIGHTI,,430741,93564
OHJ,bc,ORADAREA,,101525,93562
OHK,bc,ORADAREA LONGIMANA,,102220,656723
OHL,bc,PARACALLIOPIELLA,,430746,656482
OHM,bc,PARACALLIOPIELLA PRATTI,,430753,656727
OHN,bc,CARANGOLIOPSIDAE,,101373,203121
OHO,bc,CARANGOLIOPSIS,,101482,203122
OHP,bc,CEINIDAE,,196117,95102
OHR,bc,CHEIDAE,,236749,621386
OHS,bc,CHEUS,,236878,621559
OHT,bc,CHELURIDAE,,101374,93569
OHU,bc,CHELURA,,101483,93570
OHV,bc,CHELURA TEREBRANS,,102075,93571
OHX,bc,COLOMASTIGIDAE,,101375,93573
OHY,bc,COLOMASTIX,,101484,93574
OHZ,bc,COLOMASTIX PUSILLA,,102076,93578
OIA,bc,CONDUKIIDAE,,430453,621388
OID,bc,COROPHIIDAE,,101376,93584
OIE,bc,COROPHIUM,,101489,93589
OIF,bc,COROPHIUM ACHERUSICUM,,102082,93590
OIG,bc,COROPHIUM BACONI,,504232,93603
OIH,bc,COROPHIUM BONNELLII,,102088,206431
OII,bc,COROPHIUM BREVIS,,1289021,NA
OIJ,bc,COROPHIUM CRASSICORNE,,102089,93592
OIK,bc,COROPHIUM INSIDIOSUM,,102092,93600
OIL,bc,COROPHIUM OAKLANDENSE,,1383747,NA
OIM,bc,COROPHIUM SALMONIS,,1289025,NA
OIN,bc,COROPHIUM SPINICORNE,,504222,93604
OIO,bc,COROPHIUM STIMPSONI,,1289050,NA
OIP,bc,MONOCOROPHIUM,,148591,656488
OIQ,bc,MONOCOROPHIUM CALIFORNIANUM,,431361,656757
OIR,bc,MONOCOROPHIUM UENOI,,431365,656763
OIS,bc,CRANGONYCTIDAE,,430454,95080
OIT,bc,CRANGONYX,,431462,95081
OIU,bc,CRANGONYX OCCIDENTALIS,,431498,95095
OIV,bc,CRANGONYX PSEUDOGRACILIS,PACKARD CAVE CRANGONYCTID,431504,95082
OJA,bc,CRESSIDAE,,101377,93649
OJD,bc,CYPHOCARIDIDAE,,177051,621389
OJE,bc,CYPHOCARIS,,101603,94280
OJF,bc,CYPHOCARIS ANONYX,,102554,94282
OJG,bc,CYPHOCARIS CHALLENGERI,,428630,94281
OJH,bc,CYPHOCARIS FAUREI,,214723,656777
OJI,bc,CYPHOCARIS RICHARDI,,102557,656778
OJK,bc,DEXAMINIDAE,,101378,93656
OJL,bc,ATYLUS,,101497,93514
OJM,bc,ATYLUS COLLINGI,,423169,93519
OJN,bc,ATYLUS LEVIDENSUS,,488906,93522
OJO,bc,ATYLUS TRIDENS,,488910,93515
OJP,bc,GUERNEA,,101499,93659
OJQ,bc,GUERNEA REDUNCANS,,489512,NA
OJR,bc,POLYCHERIA,,203865,93662
OJS,bc,POLYCHERIA OSBORNI,,489489,93663
OKA,bc,DOGIELINOTIDAE,,236753,93669
OKB,bc,PROBOSCINOTUS,,489542,656495
OKC,bc,PROBOSCINOTUS LOQUAX,,489577,656796
OKE,bc,EOPHLIANTIDAE,,176811,93674
OKF,bc,LIGNOPHLIANTIS,,489662,656496
OKG,bc,LIGNOPHLIANTIS PYRIFERA,,489670,656799
OKI,bc,EPIMERIIDAE,,101379,203102
OKL,bc,EPIMERIA,,101506,94588
OKM,bc,EPIMERIA CORA,,489676,656800
OL1,bc,TETHYGENEIA OPATA,,550517,93744
OLA,bc,EUSIRIDAE,,101380,93681
OLB,bc,ACCEDOMOERA,,550270,93682
OLC,bc,ACCEDOMOERA MELANOPHTHALMA,,550487,93727
OLD,bc,ACCEDOMOERA TRICUSPIDATA,,550287,93684
OLE,bc,ACCEDOMOERA VAGOR,,550289,93683
OLF,bc,EUSIRELLA,,101516,93691
OLG,bc,EUSIRELLA MULTICALCEOLA,,489851,93692
OLH,bc,EUSIRUS,,101519,93707
OLI,bc,EUSIRUS LEPTOCARPUS,,102201,93708
OLJ,bc,PARAMOERA,,176958,93714
OLK,bc,PARAMOERA CARLOTTENSIS,,550342,93716
OLL,bc,PARAMOERA COLUMBIANA,,550343,93715
OLM,bc,PARAMOERA MOHRI,,550355,93717
OLN,bc,PONTOGENEIA,,101527,93720
OLO,bc,PONTOGENEIA INERMIS,,102223,93723
OLP,bc,PONTOGENEIA INTERMEDIA,,550484,93724
OLQ,bc,PONTOGENEIA IVANOVI,,550485,93725
OLR,bc,PONTOGENEIA ROSTRATA,,550490,93728
OLS,bc,RHACHOTROPIS,,101528,93731
OLT,bc,RHACHOTROPIS CLEMENS,,489877,93740
OLU,bc,RHACHOTROPIS DISTINCTA,,102227,93734
OLV,bc,RHACHOTROPIS HELLERI,,102232,93733
OLW,bc,RHACHOTROPIS INFLATA,,102234,93735
OLX,bc,RHACHOTROPIS NATATOR,,489887,93732
OLY,bc,RHACHOTROPIS OCULATA,,102240,93738
OLZ,bc,TETHYGENEIA,,416054,656497
OMA,bc,EXOEDICEROTIDAE,,176965,621394
OMD,bc,GAMMARIDAE,,101383,93745
OME,bc,GAMMARUS,,101537,93773
OMF,bc,GAMMARUS SETOSUS,,102293,93776
OMH,bc,GAMMAROPOREIIDAE,,490398,621396
OMI,bc,GAMMAROPOREIA,,490399,656502
OMJ,bc,GAMMAROPOREIA ALASKENSIS,,490400,656844
OML,bc,HADZIIDAE,,236741,95074
OMP,bc,HAUSTORIIDAE,,101384,93959
OMQ,bc,EOHAUSTORIUS,,254327,93960
OMR,bc,EOHAUSTORIUS BREVICUSPIS,,491514,656859
OMS,bc,EOHAUSTORIUS ESTUARIUS,,491519,93964
OMT,bc,EOHAUSTORIUS SAWYERI,,491523,93965
OMU,bc,EOHAUSTORIUS SENCILLUS,,491524,656860
OMV,bc,EOHAUSTORIUS WASHINGTONIANUS,,491529,93961
ONA,bc,HYALELLIDAE,,158103,94022
ONB,bc,ALLORCHESTES,,204540,94028
ONC,bc,ALLORCHESTES ANGUSTA,,489543,94033
OND,bc,ALLORCHESTES BELLABELLA,,489544,202936
ONE,bc,HYALELLA,,158104,94025
ONF,bc,HYALELLA AZTECA,,158105,94026
ONH,bc,HYALIDAE,,101385,94027
ONI,bc,HYALE,,101547,94037
ONJ,bc,HYALE ANCEPS,,490605,NA
ONK,bc,HYALE CALIFORNICA,,490609,NA
ONL,bc,HYALE FREQUENS,,509405,616676
ONM,bc,HYALE PERIERI,,102324,206495
ONN,bc,HYALE PLUMULOSA,,158106,94041
ONO,bc,HYALE PUGETTENSIS,,490617,NA
ONP,bc,PARALLORCHESTES,,390789,94050
ONQ,bc,PARALLORCHESTES OCHOTENSIS,,490663,94051
ONT,bc,HYPERIOPSIDAE,,101386,94053
ONW,bc,IPHIMEDIIDAE,,101387,203106
ONX,bc,IPHIMEDIA,,101554,93307
ONY,bc,IPHIMEDIA RICKETTSI,,491636,656891
OOA,bc,ISAEIDAE,,101388,94057
OOB,bc,AMPELISCIPHOTIS,,548499,93647
OOC,bc,AMPELISCIPHOTIS PODOPHTHALMA,,548512,93648
OOD,bc,CHEIRIMEDEIA,,431404,656516
OOE,bc,CHEIRIMEDEIA MACROCARPA,,431408,657429
OOF,bc,CHEIRIMEDEIA MACROCARPA AMERICANA,,431410,657446
OOG,bc,CHEIRIMEDEIA MACROCARPA MACROCARPA,,431409,657449
OOH,bc,CHEIRIMEDEIA SIMILICARPA,,431413,656894
OOI,bc,CHEIRIMEDEIA ZOTEA,,431414,656895
OOJ,bc,CHEIROPHOTIS,,101556,656515
OOK,bc,CHEIROPHOTIS MEGACHELES,,214786,NA
OOL,bc,CHEVALIA,,204416,93644
OOM,bc,CHEVALIA AVICULAE,,211408,93645
OON,bc,GAMMAROPSIS,,101558,94102
OOO,bc,GAMMAROPSIS ANGUSTIMANA,,548685,NA
OOP,bc,GAMMAROPSIS BARNARDI,,548535,656901
OOQ,bc,GAMMAROPSIS CHIONOECETOPHILA,,548687,NA
OOR,bc,GAMMAROPSIS ELLISI,,548544,656905
OOS,bc,GAMMAROPSIS MARTESIA,,548567,656911
OOT,bc,GAMMAROPSIS OCIOSA,,548696,NA
OOU,bc,GAMMAROPSIS SHOEMAKERI,,548584,656917
OOV,bc,GAMMAROPSIS SPINOSA,,548587,656918
OOW,bc,GAMMAROPSIS THOMPSONI,,548589,94103
OOX,bc,MEGAMPHOPUS,,101560,94125
OOY,bc,MEGAMPHOPUS EFFRENUS,,1382384,NA
OOZ,bc,MEGAMPHOPUS MAMOLUS,,548619,NA
OP,bc,OPUNTIELLA CALIFORNICA,,372623,11900
OPA,bc,MICROPROTOPUS,,101561,94121
OPB,bc,PHOTIS,,101563,94061
OPC,bc,PHOTIS BIFURCATA,,548640,94071
OPD,bc,PHOTIS CALIFORNICA,,548644,94076
OPE,bc,PHOTIS CHICONOLA,,548646,656925
OPF,bc,PHOTIS CONCHICOLA,,548647,94079
OPG,bc,PHOTIS KURILICA,,548654,656928
OPH,bc,PHOTIS LACIA,,548655,94072
OPI,bc,PHOTIS MACINERNEYI,,548659,94083
OPJ,bc,PHOTIS MACROTICA,,548660,94080
OPK,bc,PHOTIS OLIGOCHAETA,,548666,656932
OPL,bc,PHOTIS PACHYDACTYLA,,548667,656933
OPM,bc,PHOTIS PARVIDONS,,548669,94084
OPN,bc,PHOTIS SPASSKII,,254754,94064
OPO,bc,PODOCEROPSIS,,101564,94110
OPP,bc,PODOCEROPSIS NITIDA,,102391,94111
OPQ,bc,PROTOMEDEIA,,101574,94085
OPR,bc,PROTOMEDEIA ARTICULATA,,431437,94094
OPS,bc,PROTOMEDEIA FASCIATA,,102443,94087
OPT,bc,PROTOMEDEIA GRANDIMANA,,102444,94090
OPU,bc,PROTOMEDEIA PENATES,,431445,94101
OPV,bc,PROTOMEDEIA PRUDENS,,431447,94100
OQA,bc,ISCHYROCERIDAE,,101389,94143
OQB,bc,BONNIERELLA,,101565,94144
OQC,bc,BONNIERELLA LINEARIS CALIFORNICA,,491672,657447
OQD,bc,CERAPUS,,101566,93585
OQE,bc,CERAPUS TUBULARIS,,158078,93587
OQF,bc,ERICTHONIUS,,101567,93611
OQG,bc,ERICTHONIUS BRASILIENSIS,,102401,93613
OQH,bc,ERICTHONIUS DIFFORMIS,,102403,93618
OQI,bc,ERICTHONIUS RUBRICORNIS,,102409,93617
OQJ,bc,ISCHYROCERUS,,101569,94151
OQK,bc,ISCHYROCERUS ANGUIPES,,102412,94153
OQL,bc,ISCHYROCERUS MALACUS,,491704,656941
OQM,bc,ISCHYROCERUS NANOIDES,,102423,656942
OQN,bc,ISCHYROCERUS PARVUS,,491711,656944
OQO,bc,JASSA,,101571,94169
OQP,bc,JASSA FALCATA,,102431,94171
OQQ,bc,MICROJASSA,,101572,94174
OQR,bc,MICROJASSA LITOTES,,889658,NA
OQS,bc,PARAJASSA,,101573,94179
OQT,bc,PARAJASSA ANGULARIS,,491790,94183
OR1,bc,LISTRIELLA GOLETA,,510570,94220
OR2,bc,LISTRIELLA MELANICA,,510589,94221
ORA,bc,KURIIDAE,,491975,94185
ORD,bc,LAFYSTIIDAE,,101390,656465
ORE,bc,LAFYSTIUS,,101575,94187
ORG,bc,LAPHYSTIOPSIDAE,,101391,94189
ORJ,bc,LEPECHINELLIDAE,,101392,94192
ORM,bc,LEUCOTHOIDAE,,101393,94196
ORN,bc,ANAMIXIS,,415053,93435
ORO,bc,ANAMIXIS LINSLEYI,,872794,NA
ORP,bc,ANAMIXIS PACIFICA,,510229,656971
ORQ,bc,LEUCOTHOE,,101580,94197
ORR,bc,LEUCOTHOE ALATA,,510239,656973
ORS,bc,LEUCOTHOE SPINICARPA,,102470,94199
ORT,bc,LILJEBORGIIDAE,,101394,94205
ORU,bc,LILJEBORGIA,,101582,94209
ORV,bc,LILJEBORGIA COTA,,510540,94211
ORW,bc,LILJEBORGIA KINAHANI,,102483,206507
ORX,bc,LISTRIELLA,,101583,94212
ORY,bc,LISTRIELLA ALBINA,,510572,656983
ORZ,bc,LISTRIELLA DIFFUSA,,510581,94219
OS1,bc,OCOSINGO BORLUS,,510624,657001
OSA,bc,LYSIANASSIDAE,,101395,94224
OSB,bc,ACIDOSTOMA,,101586,94225
OSC,bc,ACIDOSTOMA HANCOCKI,,488198,NA
OSD,bc,DISSIMINASSA,,415315,621571
OSE,bc,DISSIMINASSA DISSIMILIS,,510681,656988
OSF,bc,HIPPOMEDON,,101610,94293
OSG,bc,HIPPOMEDON COECUS,,526293,94304
OSH,bc,HIPPOMEDON COLUMBIANUS,,526294,94305
OSI,bc,HIPPOMEDON TRICATRIX,,526350,NA
OSJ,bc,KOROGA,,101617,94318
OSK,bc,KOROGA MEGALOPS,,102594,94319
OSL,bc,LEPIDEPECREOIDES,,176974,656526
OSM,bc,LEPIDEPECREOIDES NUBIFER,,526355,656992
OSN,bc,LEPIDEPECREUM,,101619,94331
